"x"
"1" "<U+4F5C><U+8005>happpy0421 (Tommy)<U+770B><U+677F>Stock<U+6A19><U+984C><U+5BCC><U+90A6>e<U+9EDE><U+901A><U+4E0B><U+55AE><U+8EDF><U+9AD4><U+7684><U+64CD><U+4F5C><U+9806><U+66A2><U+5EA6><U+6642><U+9593>Mon Jul  9 21:19:29 2018
<U+4E0D><U+610F><U+5473><U+8457><U+53F0><U+80A1><U+8B66><U+5831><U+89E3><U+9664>!<U+5916><U+8CC7><U+5238><U+5546><U+9AD8><U+5C64><U+63D0><U+9192>,<U+8CBF><U+6613><U+5927><U+6230><U+5F71><U+97FF><U+5C07><U+96A8><U+6642><U+9593><U+63A8><U+79FB><U+6709><U+6240><U+4E0D><U+540C>,<U+52FF><U+4EE5>
<U+4E00><U+5929><U+884C><U+60C5><U+4E0B><U+5B9A><U+8AD6>;<U+767E><U+9054><U+8CC7><U+7522><U+7BA1><U+7406><U+66F4><U+793A><U+8B66><U+7A31>,<U+5168><U+7403><U+80A1><U+5E02><U+6709><U+4E0B><U+8DCC>15%~20%<U+98A8><U+96AA><U+3002>

<U+84CB><U+6D1B><U+666E><U+8ABF><U+67E5>:<U+8CBF><U+6613><U+885D><U+7A81> <U+7F8E><U+80A1><U+56DB><U+5927><U+5A01><U+8105><U+4E4B><U+4E00>
<U+767E><U+9054><U+8CC7><U+7522><U+7BA1><U+7406><U+4F9D><U+64DA><U+570B><U+969B><U+8CA8><U+5E63><U+57FA><U+91D1> (IMF)<U+7814><U+7A76><U+6307><U+51FA>,<U+82E5><U+628A><U+7F8E><U+570B><U+7684>10%<U+9AD8><U+95DC><U+7A05><U+5168><U+6578><U+8F49><U+5AC1><U+7D66>
<U+6D88><U+8CBB><U+8005>,<U+5168><U+7403><U+901A><U+81A8><U+5C07><U+63D0><U+9AD8>0.7<U+500B><U+767E><U+5206><U+9EDE><U+3001><U+5168><U+7403><U+4F01><U+696D><U+7372><U+5229><U+5C07><U+6E1B><U+640D>2.5%,<U+4F34><U+96A8><U+800C><U+4F86><U+7684><U+662F><U+672C><U+76CA><U+6BD4>
<U+4E0B><U+4FEE><U+3002>

<U+5118><U+7BA1><U+8CBF><U+6613><U+6230><U+5168><U+9762><U+9577><U+671F><U+5931><U+63A7><U+6A5F><U+7387><U+4E0D><U+9AD8>,<U+4F46><U+842C><U+4E00><U+767C><U+751F>,<U+53EF><U+80FD><U+5C0E><U+81F4><U+5168><U+7403><U+80A1><U+5E02><U+5927><U+8DCC>15~20%,<U+9019><U+4E5F>
<U+610F><U+5473><U+8457>,<U+5168><U+7403><U+5E02><U+5834><U+5C07><U+5012><U+9000><U+56DE><U+4E09><U+5E74><U+524D><U+6C34><U+4F4D><U+3002>

<U+5176><U+4E2D>,<U+53F0><U+7063><U+9AD8><U+5EA6><U+4F9D><U+8CF4><U+51FA><U+53E3><U+8CBF><U+6613>,<U+96FB><U+5B50><U+96F6><U+7D44><U+4EF6><U+3001><U+534A><U+5C0E><U+9AD4><U+6676><U+7247><U+5360><U+51FA><U+53E3><U+7684>4<U+6210>,<U+53D7><U+5230><U+5F71><U+97FF><U+7A0B><U+5EA6><U+4E0D><U+5C0F>,<U+5916><U+8CC7><U+63D0><U+9AD8><U+8B66><U+6212>,<U+6B64><U+6642><U+5C0D><U+65BC><U+5305><U+542B><U+53F0><U+80A1><U+5728><U+5167><U+7684><U+65B0><U+8208><U+80A1><U+5E02><U+64CD><U+4F5C><U+7B56><U+7565>,<U+63D0><U+51FA><U+4E09><U+62DB><U+300C><U+4FDD><U+5E73><U+5B89><U+300D><U+3002>

<U+4E00><U+3001><U+53F0><U+80A1><U+9032><U+5165><U+9664><U+6B0A><U+606F><U+65FA><U+5B63>,<U+4F46><U+89C0><U+5BDF><U+53F0><U+7A4D><U+96FB><U+3001><U+7A69><U+61CB><U+7B49><U+6307><U+6A19><U+7D1B><U+7D1B><U+8CBC><U+606F>,<U+5E02><U+5834><U+5C0D><U+8CBC><U+606F><U+7684><U+6050><U+61FC><U+6025><U+901F><U+589E><U+6EAB>,<U+77ED><U+7DDA><U+8981><U+770B><U+80A1><U+540E><U+570B><U+5DE8><U+4ECA>(9)<U+65E5><U+586B><U+6B0A><U+606F><U+72C0><U+6CC1><U+3002><U+5916><U+8CC7><U+8A8D><U+70BA><U+4E0D><U+6025><U+8457><U+9032><U+5834><U+53C3><U+8207><U+9664><U+6B0A><U+606F>,<U+5F85><U+7E3E><U+512A><U+500B><U+80A1><U+9664><U+6B0A><U+606F><U+5F8C>,<U+518D><U+9022><U+4F4E><U+9032><U+5834><U+3002>

<U+4E8C><U+3001><U+9396><U+5B9A><U+5167><U+9700><U+65CF><U+7FA4><U+3002><U+8CBF><U+6613><U+6230><U+91DD><U+5C0D><U+9032><U+53E3><U+5546><U+54C1><U+8AB2><U+95DC><U+7A05>,<U+4EE5><U+5167><U+9700><U+5E02><U+5834><U+70BA><U+4E3B><U+7684><U+4F01><U+696D>,<U+66AB><U+4E0D><U+53D7><U+5230><U+5F71><U+97FF><U+3002>

<U+4E09><U+3001><U+8CC7><U+91D1><U+77ED><U+9032><U+77ED><U+51FA>,<U+898F><U+907F><U+4E0D><U+78BA><U+5B9A><U+98A8><U+96AA>,<U+5916><U+8CC7><U+5728><U+904E><U+53BB>16<U+500B><U+4EA4><U+6613><U+65E5><U+4E2D>,<U+5C31><U+6709>14<U+5929><U+8CE3><U+8D85><U+3002>

<U+745E><U+9280><U+8B49><U+5238><U+53F0><U+7063><U+5340><U+7814><U+7A76><U+90E8><U+4E3B><U+7BA1><U+8463><U+6210><U+5EB7><U+591A><U+6B21><U+63D0><U+9192>,<U+56E0><U+61C9><U+7F8E><U+570B><U+806F><U+6E96><U+6703>(Fed)<U+5347><U+606F>,<U+5168><U+7403><U+8CC7><U+91D1><U+6D41><U+52D5><U+6027><U+96D6><U+4E0D><U+81F4><U+7DCA><U+7E2E>,<U+4F46><U+5DF2><U+4E0D><U+50CF><U+524D><U+5E7E><U+5E74><U+90A3><U+9EBC><U+5145><U+88D5><U+3002><U+63DB><U+8A00><U+4E4B>,<U+7576><U+5E02><U+5834><U+906D><U+9047><U+4E0D><U+78BA><U+5B9A><U+6642>,<U+8CC7><U+91D1><U+82E5><U+64A4><U+51FA><U+4F5C><U+58C1><U+4E0A><U+89C0>,<U+5C0D><U+80A1><U+5E02><U+7684><U+5F71><U+97FF><U+6050><U+6703><U+66F4><U+5287><U+70C8><U+3002>

<U+745E><U+9280><U+5168><U+7403><U+9996><U+5E2D><U+6295><U+8CC7><U+7E3D><U+76E3>Mark Haefele<U+9032><U+4E00><U+6B65><U+8AAA><U+660E>,<U+5373><U+4FBF><U+8CBF><U+6613><U+885D><U+7A81><U+5F71><U+97FF><U+66AB><U+6642><U+53EF><U+63A7>,<U+4ECD><U+6703><U+6253><U+64CA><U+6295><U+8CC7><U+8005><U+60C5><U+7DD2><U+3002><U+4ECA><U+5E74><U+4E0A><U+534A><U+5E74>,<U+5168><U+7403><U+4F01><U+696D><U+6BCF><U+80A1><U+7D14><U+76CA>(EPS)<U+6210><U+9577>9%,MSCI<U+4E16><U+754C><U+6307><U+6578><U+8868><U+73FE><U+537B><U+50C5><U+6301><U+5E73>;<U+5C24><U+5176><U+65B0><U+8208><U+5E02><U+5834><U+8CC7><U+7522><U+8655><U+8CBF><U+6613><U+885D><U+7A81><U+92D2><U+982D>,MSCI<U+65B0><U+8208><U+5E02><U+5834><U+6307><U+6578><U+4ECA><U+5E74><U+8FC4><U+4ECA>,<U+5DF2><U+843D><U+5F8C>MSCI<U+5DF2><U+958B><U+767C><U+5E02><U+5834><U+6307><U+6578>8<U+500B><U+767E><U+5206><U+9EDE><U+3002>

<U+5C31><U+8CBF><U+6613><U+89D2><U+5EA6><U+5206><U+6790>,IMF<U+6307><U+51FA>,<U+5047><U+8A2D><U+7F8E><U+570B><U+5C0D><U+9032><U+53E3><U+8CA8><U+54C1><U+63D0><U+9AD8><U+95DC><U+7A05>10<U+500B><U+767E><U+5206><U+9EDE>,<U+5176><U+8CBF><U+6613><U+5925><U+4F34><U+4EE5><U+540C><U+7B49><U+624B><U+6BB5><U+5831><U+5FA9>,<U+5C07><U+6703><U+4F7F><U+5168><U+7403><U+8CBF><U+6613><U+6E1B><U+640D>1<U+500B><U+767E><U+5206><U+9EDE>,<U+76F8><U+7576><U+65BC><U+7D93><U+6FDF><U+7522><U+51FA><U+7684>0.5%<U+3002>

3.<U+5FC3><U+5F97>/<U+8A55><U+8AD6>:
<U+807D><U+5230><U+5916><U+8CC7><U+8AAA><U+7684><U+6C92>!!? <U+770B><U+65B0><U+805E><U+505A><U+80A1><U+7968><U+5C31><U+5C0D><U+4E86>
<U+8D95><U+5FEB><U+8DD1><U+8D77><U+4F86><U+8DD1><U+8D77><U+4F86>~~


--
<U+203B> <U+767C><U+4FE1><U+7AD9>: <U+6279><U+8E22><U+8E22><U+5BE6><U+696D><U+574A>(ptt.cc), <U+4F86><U+81EA>: 1.165.64.37
<U+203B> <U+6587><U+7AE0><U+7DB2><U+5740>: https://www.ptt.cc/bbs/Stock/M.1531143385.A.374.html
<U+203B> <U+7DE8><U+8F2F>: lio226 (1.165.64.37), 07/09/2018 21:37:16
<U+2192> dil79975: <U+53EF><U+4EE5><U+9032><U+5834><U+5E03><U+5C40><U+4E86> 07/09 21:37
<U+63A8> ting74942: <U+7F8E><U+80A1><U+5674><U+5674><U+4E2D> 07/09 21:37
<U+63A8> avaricious: <U+82B1><U+65D7><U+6700><U+8FD1><U+90FD><U+4E0D><U+6D3E><U+53E4><U+5927><U+5E2B><U+51FA><U+99AC><U+653E><U+70AE><U+4E86> 07/09 21:37
<U+5653> starwkbitch: <U+904E><U+6642><U+65B0><U+805E> 07/09 21:38
<U+63A8> ethan0419: <U+5403><U+8CA8><U+56C9> 07/09 21:39
<U+63A8> eden0417: <U+5927><U+53E3><U+9032><U+591A><U+4E86>! 07/09 21:39
<U+63A8> roxiang: <U+90A3><U+500B>...<U+9678><U+80A1><U+5C31><U+5DF2><U+7D93><U+8DCC><U+5230><U+5169><U+5E74><U+524D><U+6C34><U+4F4D><U+4E86><U+5427>..<U+4E09><U+5E74><U+8981><U+67E5><U+4E00><U+4E0B> 07/09 21:39
<U+5653> zwx: <U+4E2D><U+5C4E><U+588A><U+5B50><U+5831><U+7684><U+6A19><U+984C><U+6163><U+6027>:<U+6050><U+6050><U+6050><U+6050><U+6050>... 07/09 21:40
<U+63A8> a7983115: <U+671F><U+5F85><U+8C37><U+5927><U+5E2B><U+958B><U+91D1><U+53E3> 07/09 21:42
<U+2192> purin3333: <U+5916><U+8CC7><U+4ECA><U+5929><U+53C8><U+591A><U+4E94><U+5343><U+53E3><U+591A><U+55AE> 07/09 21:43
<U+5653> nicholaslee: <U+90FD><U+5728><U+6F32><U+4E86> 07/09 21:45
<U+63A8> DTFS: <U+5F85><U+9664><U+6B0A><U+606F><U+5F8C><U+518D><U+9032><U+5834> <U+660E><U+773C><U+4EBA><U+90FD><U+770B><U+5F97><U+51FA><U+662F><U+53EB><U+6563><U+6236><U+63A5><U+5783><U+573E> 07/09 21:48
<U+63A8> winddaemonj: <U+5FEB><U+9003><U+963F>…… 07/09 21:51
<U+63A8> m4vu0: <U+6050>   <U+4E0D><U+6392><U+9664>    <U+5B57><U+773C><U+4E00><U+51FA><U+73FE>   <U+53CD><U+8457><U+505A><U+5C31><U+5C0D><U+4E86> 07/09 21:56
<U+63A8> junnn: <U+6050><U+6050><U+6050><U+65B0><U+805E> ^^~ 07/09 21:59
<U+2192> pillliq: https://i.imgur.com/A0Tltmu.png 07/09 22:02
<U+2192> KINGTIGERX: <U+9664><U+4E86><U+8C37><U+5927><U+5E2B><U+5176><U+4ED6><U+90FD><U+5047><U+7684> 07/09 22:05
<U+2192> reon: <U+4E2D><U+6642><U+5728><U+5E6B><U+4F8F><U+5138><U+7D00><U+516C><U+5712><U+6253><U+5EE3><U+544A><U+963F>..<U+6050><U+6050><U+6050> <U+9F8D>~~~ 07/09 22:06
<U+63A8> suger85728: <U+5927><U+5BB6><U+90FD><U+6F32><U+7684><U+8DDF><U+8C6C><U+982D><U+4E00><U+6A23><U+8AB0><U+8DDF><U+4F60><U+8CBF><U+6613><U+6230> 07/09 22:09
<U+63A8> roberchu: <U+4E0A><U+8B49>:<U+5E79><U+5DF2><U+7D93>20%<U+4E86> 07/09 22:09
<U+63A8> galusx: <U+4E2D><U+570B><U+5B54><U+6210> <U+6700><U+5927><U+8D0F><U+5BB6>.. <U+7591><U+FF1F> <U+5B54><U+5289><U+FF1F> <U+5B54><U+6210><U+FF1F> 07/09 22:10
<U+63A8> seuil: <U+5634><U+5DF4><U+8AAA><U+4E0D><U+8981> <U+4E0B><U+55AE><U+5F88><U+8AA0><U+5BE6> 07/09 22:14
<U+63A8> jerrylin: <U+5F37><U+529B><U+53CD><U+5F48><U+4E0D><U+8D95><U+5FEB><U+4E0A><U+8ECA>  <U+8981><U+7B49><U+5230><U+53CD><U+5F48><U+7D50><U+675F><U+624D><U+9032><U+5834><U+55CE> 07/09 22:15
<U+63A8> kadolong: <U+4E2D><U+570B><U+5C4E><U+5831><U+662F><U+5728><U+6050><U+4E09><U+5C0F> 07/09 22:20
<U+63A8> rj486: <U+4F46><U+662F><U+7F8E><U+80A1><U+9084><U+5728><U+5674><U+8036>,<U+5DDD><U+5927><U+600E><U+9EBC><U+8FA6><U+5230><U+7684> 07/09 22:30
<U+63A8> jasonco: <U+5411><U+4E0A><U+5674>20% 07/09 22:32
<U+63A8> sandwich1028: <U+80A1><U+5E02><U+51A5><U+71C8> 07/09 22:34
<U+63A8> f204137: <U+96D9><U+666E><U+6703><U+5B8C><U+518D><U+5435><U+8CBF><U+6613><U+6230> 07/09 22:35
<U+2192> kis28519: <U+98A8><U+5411><U+597D><U+4E82> 07/09 22:35
<U+63A8> heavensun: <U+5229><U+7A7A><U+51FA><U+76E1>   <U+5236><U+88C1><U+7BC4><U+570D><U+6C92><U+60B2><U+89C0><U+8005><U+60F3><U+50CF><U+7684> 07/09 22:36
<U+2192> heavensun: <U+5DDD><U+666E><U+5E36><U+9818><U+7F8E><U+570B><U+91CD><U+8FD4><U+69AE><U+8000> 07/09 22:37
<U+63A8> reon: <U+7F8E><U+570B><U+5728><U+5E6B><U+52A9><U+6B50><U+6D32><U+548C><U+65E5><U+672C><U+62C9><U+5347><U+901A><U+81A8><U+5566>..<U+5927><U+5BB6><U+770B><U+4E0D><U+61C2>XD <U+9019><U+6A23><U+624D><U+53EF><U+4EE5> 07/09 22:43
<U+2192> reon: <U+7D50><U+675F><U+91CF><U+5316><U+5BEC><U+9B06><U+554A> 07/09 22:43
<U+63A8> Z55T: <U+4E2D><U+6642><U+4E0D><U+662F><U+6BCF><U+6B21><U+6A19><U+984C><U+90FD><U+6703><U+52A0><U+500B><U+6050><U+55CE><U+FF1F><U+4E0D><U+7528><U+8CA0><U+8CAC> 07/09 22:43
<U+5653> aaronjosh33: <U+5609><U+5049><U+8001><U+5E2B><U+8001><U+5E2B><U+65E9><U+6599><U+5230><U+8981><U+5D29><U+4E86>!!!!!!!!!!!!!!!!!!!! 07/09 22:44
<U+63A8> jorway666: <U+53CD><U+8457><U+770B><U+5C31><U+5C0D><U+4E86> 07/09 22:46
<U+5653> Dumbbbb: <U+767E><U+9054><U+7684><U+7E3E><U+6548><U+771F><U+7684><U+6703><U+7B11> 07/09 23:10
<U+2192> pillliq: <U+770B><U+7D71><U+5A92><U+8AAA><U+5730><U+52D5><U+5C71><U+6416>9500<U+9EDE><U+8CB7><U+53F0><U+7063>50<U+53CD><U+73FE><U+5728> 07/09 23:13
<U+63A8> Petrovsky: <U+5229><U+7A7A><U+51FA><U+76E1> <U+5674> 07/09 23:19
<U+63A8> book2368: <U+5DF2><U+4E0B><U+4FEE><U+5B8C><U+7562> 07/09 23:21
<U+5653> soyghcg: 500<U+5104><U+90FD><U+8981><U+62C6><U+6210>340+160 <U+5C31><U+77E5><U+9053><U+5DDD><U+666E><U+5634><U+7832><U+800C><U+5DF2> 07/09 23:24
<U+2192> soyghcg: <U+6700><U+591A><U+5C31><U+662F>500<U+5104><U+73A9><U+73A9><U+8CBF><U+6613><U+6230> 07/09 23:25
<U+2192> soyghcg: <U+5DDD><U+666E><U+53EA><U+60F3><U+914D><U+5408>msci<U+58D3><U+4F4E><U+5403><U+8CA8><U+800C><U+5DF2> 07/09 23:25
<U+63A8> brookwest: <U+FF1F> 07/09 23:40
<U+2192> HEROR: <U+5C0F><U+9053><U+5728><U+5674><U+4EC0><U+9EBC><U+610F><U+601D><U+7684><U+FF1F> 07/09 23:54
